,label,时间,原始重量,稳定重量,轴重,su_ad,wpu_x,wpu_y,wpu_z,su_x,su_y,su_z,原始重量_diff,稳定重量_diff,轴重_diff,su_ad_diff,wpu_x_diff,wpu_y_diff,wpu_z_diff,su_x_diff,su_y_diff,su_z_diff,轨迹时间,速度,估计重量
26,0,2023-12-22 00:02:37,-13583,0,-13549,33985,11907,-1457,77996,3339,0,86550,-67,0,178,-16,3,16,-1,0,0,0,2023-12-22 00:04:28,0.0,0.0
27,0,2023-12-22 00:02:40,-13516,0,-13660,33995,11907,-1467,77994,3339,0,86550,67,0,-111,10,0,-10,-2,0,0,0,2023-12-22 00:04:28,0.0,0.0
28,0,2023-12-22 00:02:43,-13605,0,-13516,33982,11906,-1454,77997,3339,0,86550,-89,0,144,-13,-1,13,3,0,0,0,2023-12-22 00:04:28,0.0,0.0
29,0,2023-12-22 00:02:46,-13683,0,-13638,33993,11907,-1464,77995,3350,0,86539,-78,0,-122,11,1,-10,-2,11,0,-11,2023-12-22 00:04:28,0.0,0.0
30,0,2023-12-22 00:02:50,-13527,0,-13438,33975,11887,-1448,78017,3339,0,86550,156,0,200,-18,-20,16,22,-11,0,11,2023-12-22 00:04:28,0.0,0.0
31,0,2023-12-22 00:02:53,-13761,0,-13683,33997,11916,-1469,77986,3334,0,86555,-234,0,-245,22,29,-21,-31,-5,0,5,2023-12-22 00:04:28,0.0,0.0
32,0,2023-12-22 00:02:56,-13505,0,-13571,33987,11907,-1459,77996,3339,0,86544,256,0,112,-10,-9,10,10,5,0,-11,2023-12-22 00:04:28,0.0,0.0
33,0,2023-12-22 00:02:59,-13571,0,-13605,33990,11891,-1462,78011,3345,0,86539,-66,0,-34,3,-16,-3,15,6,0,-5,2023-12-22 00:04:28,0.0,0.0
34,0,2023-12-22 00:03:01,-13727,0,-13772,34005,11915,-1477,77986,3334,0,86555,-156,0,-167,15,24,-15,-25,-11,0,16,2023-12-22 00:04:28,0.0,0.0
35,0,2023-12-22 00:03:04,-13716,0,-13616,33991,11908,-1463,77995,3334,0,86550,11,0,156,-14,-7,14,9,0,0,-5,2023-12-22 00:04:28,0.0,0.0
36,0,2023-12-22 00:03:07,-13805,0,-13683,33997,11889,-1469,78012,3334,0,86555,-89,0,-67,6,-19,-6,17,0,0,5,2023-12-22 00:04:28,0.0,0.0
37,0,2023-12-22 00:03:10,-13783,0,-13594,33989,11890,-1461,78012,3350,0,86533,22,0,89,-8,1,8,0,16,0,-22,2023-12-22 00:04:28,0.0,0.0
38,0,2023-12-22 00:03:14,-13416,0,-13260,33959,11898,-1433,78008,3339,0,86544,367,0,334,-30,8,28,-4,-11,0,11,2023-12-22 00:04:28,0.0,0.0
39,0,2023-12-22 00:03:17,-13371,0,-13583,33988,11896,-1460,78006,3339,0,86544,45,0,-323,29,-2,-27,-2,0,0,0,2023-12-22 00:04:28,0.0,0.0
40,0,2023-12-22 00:03:20,-13660,0,-13616,33991,11886,-1463,78017,3334,0,86555,-289,0,-33,3,-10,-3,11,-5,0,11,2023-12-22 00:04:28,0.0,0.0
41,0,2023-12-22 00:03:23,-13627,0,-13527,33983,11924,-1455,77979,3334,0,86555,33,0,89,-8,38,8,-38,0,0,0,2023-12-22 00:04:28,0.0,0.0
42,0,2023-12-22 00:03:25,-13594,0,-13460,33977,11911,-1450,77993,3334,0,86550,33,0,67,-6,-13,5,14,0,0,-5,2023-12-22 00:04:28,0.0,0.0
43,0,2023-12-22 00:03:28,-13404,0,-13638,33993,11887,-1465,78015,3345,0,86539,190,0,-178,16,-24,-15,22,11,0,-11,2023-12-22 00:04:28,0.0,0.0
44,0,2023-12-22 00:03:31,-13750,0,-13672,33996,11909,-1468,77993,3345,0,86539,-346,0,-34,3,22,-3,-22,0,0,0,2023-12-22 00:04:28,0.0,0.0
45,0,2023-12-22 00:03:34,-13438,0,-13571,33987,11888,-1458,78015,3334,0,86555,312,0,101,-9,-21,10,22,-11,0,16,2023-12-22 00:04:28,0.0,0.0
46,0,2023-12-22 00:03:38,-13571,0,-13805,34008,11888,-1480,78013,3334,0,86555,-133,0,-234,21,0,-22,-2,0,0,0,2023-12-22 00:04:28,0.0,0.0
47,0,2023-12-22 00:03:41,-13694,0,-13538,33984,11902,-1455,78002,3350,0,86539,-123,0,267,-24,14,25,-11,16,0,-16,2023-12-22 00:04:28,0.0,0.0
48,0,2023-12-22 00:03:44,-13549,0,-13571,33987,11895,-1459,78008,3339,0,86550,145,0,-33,3,-7,-4,6,-11,0,11,2023-12-22 00:04:28,0.0,0.0
49,0,2023-12-22 00:03:47,-13761,0,-13772,34005,11879,-1477,78021,3350,0,86539,-212,0,-201,18,-16,-18,13,11,0,-11,2023-12-22 00:04:28,0.0,0.0
50,0,2023-12-22 00:03:49,-13683,0,-13672,33996,11911,-1468,77991,3339,0,86544,78,0,100,-9,32,9,-30,-11,0,5,2023-12-22 00:04:28,0.0,0.0
51,0,2023-12-22 00:03:52,-13761,0,-13750,34003,11906,-1475,77995,3334,0,86555,-78,0,-78,7,-5,-7,4,-5,0,11,2023-12-22 00:04:28,0.0,0.0
52,0,2023-12-22 00:03:55,-13649,0,-13672,33996,11901,-1468,78001,3339,0,86550,112,0,78,-7,-5,7,6,5,0,-5,2023-12-22 00:04:28,0.0,0.0
53,0,2023-12-22 00:03:58,-13482,0,-13549,33985,11911,-1457,77992,3345,0,86539,167,0,123,-11,10,11,-9,6,0,-11,2023-12-22 00:04:28,0.0,0.0
54,0,2023-12-22 00:04:02,-13438,0,-13471,33978,11907,-1451,77996,3345,0,86544,44,0,78,-7,-4,6,4,0,0,5,2023-12-22 00:04:28,0.0,0.0
55,0,2023-12-22 00:04:05,-13516,0,-13460,33977,11899,-1450,78005,3334,0,86555,-78,0,11,-1,-8,1,9,-11,0,11,2023-12-22 00:04:28,0.0,0.0
56,0,2023-12-22 00:04:08,-13750,0,-13672,33996,11904,-1468,77997,3328,0,86555,-234,0,-212,19,5,-18,-8,-6,0,0,2023-12-22 00:04:28,0.0,0.0
57,0,2023-12-22 00:04:11,-13638,0,-13627,33992,11908,-1464,77994,3334,0,86550,112,0,45,-4,4,4,-3,6,0,-5,2023-12-22 00:04:28,0.0,0.0
58,0,2023-12-22 00:04:13,-13772,0,-13783,34006,11884,-1478,78016,3345,0,86544,-134,0,-156,14,-24,-14,22,11,0,-6,2023-12-22 00:04:28,0.0,0.0
59,0,2023-12-22 00:04:16,-13805,0,-13727,34001,11914,-1473,77987,3334,0,86550,-33,0,56,-5,30,5,-29,-11,0,6,2023-12-22 00:04:28,0.0,0.0
60,0,2023-12-22 00:04:19,-13404,0,-13449,33976,11892,-1448,78011,3334,0,86555,401,0,278,-25,-22,25,24,0,0,5,2023-12-22 00:04:28,0.0,0.0
61,0,2023-12-22 00:04:22,-13660,0,-13627,33992,11905,-1464,77997,3339,0,86550,-256,0,-178,16,13,-16,-14,5,0,-5,2023-12-22 00:04:28,0.0,0.0
62,0,2023-12-22 00:04:26,-13738,0,-13649,33994,11912,-1466,77990,3334,0,86555,-78,0,-22,2,7,-2,-7,-5,0,5,2023-12-22 00:04:28,0.0,0.0
63,0,2023-12-22 00:04:29,-13471,0,-13438,33975,11896,-1448,78008,3339,0,86544,267,0,211,-19,-16,18,18,5,0,-11,2023-12-22 00:09:28,0.0,0.0
64,0,2023-12-22 00:04:32,-13371,0,-13493,33980,11917,-1452,77987,3350,0,86533,100,0,-55,5,21,-4,-21,11,0,-11,2023-12-22 00:09:28,0.0,0.0
65,0,2023-12-22 00:04:35,-13705,0,-13660,33995,11905,-1467,77997,3345,0,86544,-334,0,-167,15,-12,-15,10,-5,0,11,2023-12-22 00:09:28,0.0,0.0
66,0,2023-12-22 00:04:37,-13827,0,-13627,33992,11890,-1464,78012,3339,0,86550,-122,0,33,-3,-15,3,15,-6,0,6,2023-12-22 00:09:28,0.0,0.0
67,0,2023-12-22 00:04:40,-13649,0,-13772,34005,11898,-1477,78003,3345,0,86544,178,0,-145,13,8,-13,-9,6,0,-6,2023-12-22 00:09:28,0.0,0.0
68,0,2023-12-22 00:04:43,-13816,0,-13761,34004,11901,-1476,77999,3334,0,86550,-167,0,11,-1,3,1,-4,-11,0,6,2023-12-22 00:09:28,0.0,0.0
69,0,2023-12-22 00:04:47,-13571,0,-13727,34001,11907,-1473,77994,3345,0,86539,245,0,34,-3,6,3,-5,11,0,-11,2023-12-22 00:09:28,0.0,0.0
70,0,2023-12-22 00:04:50,-13594,0,-13560,33986,11910,-1458,77992,3334,0,86550,-23,0,167,-15,3,15,-2,-11,0,11,2023-12-22 00:09:28,0.0,0.0
71,0,2023-12-22 00:04:53,-13616,0,-13560,33986,11906,-1458,77997,3334,0,86555,-22,0,0,0,-4,0,5,0,0,5,2023-12-22 00:09:28,0.0,0.0
72,0,2023-12-22 00:04:56,-13616,0,-13727,34001,11906,-1473,77995,3350,0,86539,0,0,-167,15,0,-15,-2,16,0,-16,2023-12-22 00:09:28,0.0,0.0
73,0,2023-12-22 00:04:59,-13683,0,-13549,33985,11898,-1457,78005,3350,0,86539,-67,0,178,-16,-8,16,10,0,0,0,2023-12-22 00:09:28,0.0,0.0
74,0,2023-12-22 00:05:01,-13672,0,-13716,34000,11917,-1472,77984,3339,0,86550,11,0,-167,15,19,-15,-21,-11,0,11,2023-12-22 00:09:28,0.0,0.0
75,0,2023-12-22 00:05:04,-13660,0,-13605,33990,11935,-1462,77968,3334,0,86550,12,0,111,-10,18,10,-16,-5,0,0,2023-12-22 00:09:28,0.0,0.0
76,0,2023-12-22 00:05:07,-13393,0,-13416,33973,11930,-1446,77975,3345,0,86539,267,0,189,-17,-5,16,7,11,0,-11,2023-12-22 00:09:28,0.0,0.0
77,0,2023-12-22 00:05:11,-13583,0,-13660,33995,11919,-1467,77983,3339,0,86550,-190,0,-244,22,-11,-21,8,-6,0,11,2023-12-22 00:09:28,0.0,0.0
78,0,2023-12-22 00:05:14,-13694,0,-13571,33987,11915,-1458,77988,3328,0,86555,-111,0,89,-8,-4,9,5,-11,0,5,2023-12-22 00:09:28,0.0,0.0
79,0,2023-12-22 00:05:17,-13750,0,-13716,34000,11915,-1472,77986,3339,0,86550,-56,0,-145,13,0,-14,-2,11,0,-5,2023-12-22 00:09:28,0.0,0.0
80,0,2023-12-22 00:05:20,-13694,0,-13694,33998,11929,-1470,77973,3350,0,86533,56,0,22,-2,14,2,-13,11,0,-17,2023-12-22 00:09:28,0.0,0.0
81,0,2023-12-22 00:05:23,-13705,0,-13605,33990,11900,-1462,78004,3350,0,86539,-11,0,89,-8,-29,8,31,0,0,6,2023-12-22 00:09:28,0.0,0.0
82,0,2023-12-22 00:05:25,-13460,0,-13549,33985,11916,-1456,77987,3339,0,86544,245,0,56,-5,16,6,-17,-11,0,5,2023-12-22 00:09:28,0.0,0.0
83,0,2023-12-22 00:05:28,-13549,0,-13705,33999,11903,-1471,77998,3334,0,86550,-89,0,-156,14,-13,-15,11,-5,0,6,2023-12-22 00:09:28,0.0,0.0
84,0,2023-12-22 00:05:31,-13783,0,-13761,34004,11895,-1476,78006,3345,0,86544,-234,0,-56,5,-8,-5,8,11,0,-6,2023-12-22 00:09:28,0.0,0.0
85,0,2023-12-22 00:05:35,-13827,0,-13750,34003,11893,-1475,78008,3345,0,86539,-44,0,11,-1,-2,1,2,0,0,-5,2023-12-22 00:09:28,0.0,0.0
86,0,2023-12-22 00:05:38,-13716,0,-13694,33998,11903,-1470,77999,3339,0,86550,111,0,56,-5,10,5,-9,-6,0,11,2023-12-22 00:09:28,0.0,0.0
87,0,2023-12-22 00:05:41,-13594,0,-13360,33968,11881,-1441,78023,3334,0,86550,122,0,334,-30,-22,29,24,-5,0,0,2023-12-22 00:09:28,0.0,0.0
88,0,2023-12-22 00:05:44,-13527,0,-13583,33988,11909,-1460,77994,3356,0,86533,67,0,-223,20,28,-19,-29,22,0,-17,2023-12-22 00:09:28,0.0,0.0
89,0,2023-12-22 00:05:47,-13583,0,-13616,33991,11909,-1463,77994,3367,0,86517,-56,0,-33,3,0,-3,0,11,0,-16,2023-12-22 00:09:28,0.0,0.0
90,0,2023-12-22 00:05:49,-13672,0,-13683,33997,11910,-1469,77992,3350,0,86539,-89,0,-67,6,1,-6,-2,-17,0,22,2023-12-22 00:09:28,0.0,0.0
91,0,2023-12-22 00:05:52,-13783,0,-13605,33990,11910,-1462,77993,3350,0,86533,-111,0,78,-7,0,7,1,0,0,-6,2023-12-22 00:09:28,0.0,0.0
92,0,2023-12-22 00:05:55,-13872,0,-13772,34005,11888,-1477,78012,3334,0,86555,-89,0,-167,15,-22,-15,19,-16,0,22,2023-12-22 00:09:28,0.0,0.0
93,0,2023-12-22 00:05:59,-13525,0,-13516,33982,11898,-1454,78005,3350,0,86539,347,0,256,-23,10,23,-7,16,0,-16,2023-12-22 00:09:28,0.0,0.0
94,0,2023-12-22 00:06:02,-13672,0,-13672,33996,11900,-1468,78002,3356,0,86533,-147,0,-156,14,2,-14,-3,6,0,-6,2023-12-22 00:09:28,0.0,0.0
95,0,2023-12-22 00:06:05,-13716,0,-13549,33985,11921,-1457,77982,3334,0,86550,-44,0,123,-11,21,11,-20,-22,0,17,2023-12-22 00:09:28,0.0,0.0
96,0,2023-12-22 00:06:08,-13672,0,-13738,34002,11883,-1474,78018,3339,0,86550,44,0,-189,17,-38,-17,36,5,0,0,2023-12-22 00:09:28,0.0,0.0
97,0,2023-12-22 00:06:10,-13738,0,-13583,33988,11904,-1460,77998,3334,0,86550,-66,0,155,-14,21,14,-20,-5,0,0,2023-12-22 00:09:28,0.0,0.0
98,0,2023-12-22 00:06:13,-13683,0,-13560,33986,11893,-1458,78010,3339,0,86544,55,0,23,-2,-11,2,12,5,0,-6,2023-12-22 00:09:28,0.0,0.0
99,0,2023-12-22 00:06:16,-13783,0,-13716,34000,11901,-1472,78000,3339,0,86550,-100,0,-156,14,8,-14,-10,0,0,6,2023-12-22 00:09:28,0.0,0.0
100,0,2023-12-22 00:06:19,-13438,0,-13505,33981,11928,-1453,77976,3334,0,86550,345,0,211,-19,27,19,-24,-5,0,0,2023-12-22 00:09:28,0.0,0.0
101,0,2023-12-22 00:06:23,-13772,0,-13738,34002,11907,-1474,77994,3345,0,86539,-334,0,-233,21,-21,-21,18,11,0,-11,2023-12-22 00:09:28,0.0,0.0
102,0,2023-12-22 00:06:26,-13616,0,-13705,33999,11915,-1471,77987,3350,0,86533,156,0,33,-3,8,3,-7,5,0,-6,2023-12-22 00:09:28,0.0,0.0
103,0,2023-12-22 00:06:29,-13638,0,-13594,33989,11926,-1461,77977,3339,0,86544,-22,0,111,-10,11,10,-10,-11,0,11,2023-12-22 00:09:28,0.0,0.0
104,0,2023-12-22 00:06:32,-13627,0,-13638,33993,11909,-1465,77994,3334,0,86550,11,0,-44,4,-17,-4,17,-5,0,6,2023-12-22 00:09:28,0.0,0.0
105,0,2023-12-22 00:06:34,-13460,0,-13560,33986,11916,-1458,77987,3339,0,86550,167,0,78,-7,7,7,-7,5,0,0,2023-12-22 00:09:28,0.0,0.0
106,0,2023-12-22 00:06:37,-13527,0,-13616,33991,11897,-1463,78006,3334,0,86550,-67,0,-56,5,-19,-5,19,-5,0,0,2023-12-22 00:09:28,0.0,0.0
107,0,2023-12-22 00:06:40,-13694,0,-13750,34003,11895,-1476,78006,3356,0,86528,-167,0,-134,12,-2,-13,0,22,0,-22,2023-12-22 00:09:28,0.0,0.0
108,0,2023-12-22 00:06:44,-13683,0,-13794,34007,11880,-1479,78020,3345,0,86539,11,0,-44,4,-15,-3,14,-11,0,11,2023-12-22 00:09:28,0.0,0.0
109,0,2023-12-22 00:06:47,-13738,0,-13761,34004,11930,-1476,77971,3339,0,86550,-55,0,33,-3,50,3,-49,-6,0,11,2023-12-22 00:09:28,0.0,0.0
110,0,2023-12-22 00:06:50,-13672,0,-13649,33994,11916,-1466,77987,3345,0,86544,66,0,112,-10,-14,10,16,6,0,-6,2023-12-22 00:09:28,0.0,0.0
111,0,2023-12-22 00:06:53,-13719,0,-13638,33993,11896,-1465,78006,3356,0,86533,-47,0,11,-1,-20,1,19,11,0,-11,2023-12-22 00:09:28,0.0,0.0
112,0,2023-12-22 00:06:56,-13560,0,-13538,33984,11911,-1456,77992,3339,0,86544,159,0,100,-9,15,9,-14,-17,0,11,2023-12-22 00:09:28,0.0,0.0
113,0,2023-12-22 00:06:58,-13750,0,-13638,33993,11899,-1465,78004,3339,0,86550,-190,0,-100,9,-12,-9,12,0,0,6,2023-12-22 00:09:28,0.0,0.0
114,0,2023-12-22 00:07:01,-13627,0,-13727,34001,11901,-1473,78000,3345,0,86544,123,0,-89,8,2,-8,-4,6,0,-6,2023-12-22 00:09:28,0.0,0.0
115,0,2023-12-22 00:07:04,-13705,0,-13638,33993,11889,-1465,78013,3345,0,86544,-78,0,89,-8,-12,8,13,0,0,0,2023-12-22 00:09:28,0.0,0.0
116,0,2023-12-22 00:07:08,-13571,0,-13594,33989,11908,-1461,77995,3345,0,86539,134,0,44,-4,19,4,-18,0,0,-5,2023-12-22 00:09:28,0.0,0.0
117,0,2023-12-22 00:07:11,-13527,0,-13738,34002,11910,-1474,77991,3345,0,86544,44,0,-144,13,2,-13,-4,0,0,5,2023-12-22 00:09:28,0.0,0.0
118,0,2023-12-22 00:07:14,-13516,0,-13616,33991,11913,-1463,77990,3345,0,86544,11,0,122,-11,3,11,-1,0,0,0,2023-12-22 00:09:28,0.0,0.0
119,0,2023-12-22 00:07:17,-13683,0,-13638,33993,11896,-1465,78006,3350,0,86539,-167,0,-22,2,-17,-2,16,5,0,-5,2023-12-22 00:09:28,0.0,0.0
120,0,2023-12-22 00:07:20,-13549,0,-13338,33966,11906,-1439,77999,3350,0,86533,134,0,300,-27,10,26,-7,0,0,-6,2023-12-22 00:09:28,0.0,0.0
121,0,2023-12-22 00:07:22,-13616,0,-13694,33998,11900,-1470,78002,3350,0,86533,-67,0,-356,32,-6,-31,3,0,0,0,2023-12-22 00:09:28,0.0,0.0
122,0,2023-12-22 00:07:25,-13794,0,-13627,33992,11892,-1464,78009,3361,0,86522,-178,0,67,-6,-8,6,7,11,0,-11,2023-12-22 00:09:28,0.0,0.0
123,0,2023-12-22 00:07:28,-13594,0,-13538,33984,11890,-1456,78013,3345,0,86539,200,0,89,-8,-2,8,4,-16,0,17,2023-12-22 00:09:28,0.0,0.0
124,0,2023-12-22 00:07:32,-13683,0,-13738,34002,11925,-1473,77976,3345,0,86544,-89,0,-200,18,35,-17,-37,0,0,5,2023-12-22 00:09:28,0.0,0.0
125,0,2023-12-22 00:07:35,-13694,0,-13705,33999,11901,-1471,78001,3339,0,86544,-11,0,33,-3,-24,2,25,-6,0,0,2023-12-22 00:09:28,0.0,0.0
126,0,2023-12-22 00:07:38,-13649,0,-13716,34000,11916,-1472,77986,3334,0,86550,45,0,-11,1,15,-1,-15,-5,0,6,2023-12-22 00:09:28,0.0,0.0
127,0,2023-12-22 00:07:41,-13594,0,-13449,33976,11899,-1449,78005,3345,0,86539,55,0,267,-24,-17,23,19,11,0,-11,2023-12-22 00:09:28,0.0,0.0
128,0,2023-12-22 00:07:44,-13583,0,-13482,33979,11895,-1451,78009,3339,0,86544,11,0,-33,3,-4,-2,4,-6,0,5,2023-12-22 00:09:28,0.0,0.0
129,0,2023-12-22 00:07:46,-13727,0,-13627,33992,11912,-1464,77990,3345,0,86539,-144,0,-145,13,17,-13,-19,6,0,-5,2023-12-22 00:09:28,0.0,0.0
130,0,2023-12-22 00:07:49,-13794,0,-13705,33999,11916,-1471,77985,3361,0,86528,-67,0,-78,7,4,-7,-5,16,0,-11,2023-12-22 00:09:28,0.0,0.0
131,0,2023-12-22 00:07:52,-13616,0,-13605,33990,11911,-1462,77991,3339,0,86539,178,0,100,-9,-5,9,6,-22,0,11,2023-12-22 00:09:28,0.0,0.0
132,0,2023-12-22 00:07:56,-13816,0,-13638,33993,11906,-1465,77996,3345,0,86539,-200,0,-33,3,-5,-3,5,6,0,0,2023-12-22 00:09:28,0.0,0.0
133,0,2023-12-22 00:07:59,-13672,0,-13505,33981,11908,-1453,77995,3350,0,86533,144,0,133,-12,2,12,-1,5,0,-6,2023-12-22 00:09:28,0.0,0.0
134,0,2023-12-22 00:08:02,-13660,0,-13750,34003,11914,-1475,77987,3356,0,86528,12,0,-245,22,6,-22,-8,6,0,-5,2023-12-22 00:09:28,0.0,0.0
135,0,2023-12-22 00:08:05,-13571,0,-13705,33999,11902,-1472,77999,3350,0,86533,89,0,45,-4,-12,3,12,-6,0,5,2023-12-22 00:09:28,0.0,0.0
136,0,2023-12-22 00:08:08,-13516,0,-13560,33986,11890,-1458,78013,3345,0,86539,55,0,145,-13,-12,14,14,-5,0,6,2023-12-22 00:09:28,0.0,0.0
137,0,2023-12-22 00:08:10,-13583,0,-13649,33994,11906,-1466,77996,3339,0,86544,-67,0,-89,8,16,-8,-17,-6,0,5,2023-12-22 00:09:28,0.0,0.0
138,0,2023-12-22 00:08:13,-13738,0,-13738,34002,11931,-1474,77971,3345,0,86544,-155,0,-89,8,25,-8,-25,6,0,0,2023-12-22 00:09:28,0.0,0.0
139,0,2023-12-22 00:08:16,-13772,0,-13783,34006,11888,-1478,78012,3345,0,86539,-34,0,-45,4,-43,-4,41,0,0,-5,2023-12-22 00:09:28,0.0,0.0
140,0,2023-12-22 00:08:20,-13538,0,-13571,33987,11910,-1459,77992,3345,0,86539,234,0,212,-19,22,19,-20,0,0,0,2023-12-22 00:09:28,0.0,0.0
141,0,2023-12-22 00:08:23,-13694,0,-13727,34001,11914,-1473,77987,3334,0,86555,-156,0,-156,14,4,-14,-5,-11,0,16,2023-12-22 00:09:28,0.0,0.0
142,0,2023-12-22 00:08:26,-13750,0,-13649,33994,11924,-1466,77978,3334,0,86544,-56,0,78,-7,10,7,-9,0,0,-11,2023-12-22 00:09:28,0.0,0.0
143,0,2023-12-22 00:08:29,-13727,0,-13805,34008,11902,-1479,77998,3345,0,86539,23,0,-156,14,-22,-13,20,11,0,-5,2023-12-22 00:09:28,0.0,0.0
144,0,2023-12-22 00:08:32,-13683,0,-13705,33999,11905,-1471,77997,3345,0,86539,44,0,100,-9,3,8,-1,0,0,0,2023-12-22 00:09:28,0.0,0.0
145,0,2023-12-22 00:08:34,-13404,0,-13571,33987,11920,-1459,77983,3350,0,86533,279,0,134,-12,15,12,-14,5,0,-6,2023-12-22 00:09:28,0.0,0.0
146,0,2023-12-22 00:08:37,-13716,0,-13883,34015,11906,-1486,77993,3345,0,86539,-312,0,-312,28,-14,-27,10,-5,0,6,2023-12-22 00:09:28,0.0,0.0
