,label,时间,原始重量,稳定重量,轴重,su_ad,wpu_x,wpu_y,wpu_z,su_x,su_y,su_z,原始重量_diff,稳定重量_diff,轴重_diff,su_ad_diff,wpu_x_diff,wpu_y_diff,wpu_z_diff,su_x_diff,su_y_diff,su_z_diff,轨迹时间,速度,估计重量
120,0,2023-12-24 00:06:00,-10398,0,-10421,33704,12664,-588,77316,2839,-609,86973,-323,0,-368,33,-23,-32,21,-6,0,6,2023-12-24 00:10:21,0.0,0.0
121,0,2023-12-24 00:06:03,-10231,0,-10153,33680,12681,-569,77300,2839,-604,86973,167,0,268,-24,17,19,-16,0,5,0,2023-12-24 00:10:21,0.0,0.0
122,0,2023-12-24 00:06:06,-10164,0,-9997,33666,12670,-556,77312,2839,-604,86973,67,0,156,-14,-11,13,12,0,0,0,2023-12-24 00:10:21,0.0,0.0
123,0,2023-12-24 00:06:09,-10331,0,-10376,33700,12679,-589,77301,2834,-604,86978,-167,0,-379,34,9,-33,-11,-5,0,5,2023-12-24 00:10:21,0.0,0.0
124,0,2023-12-24 00:06:13,-9986,0,-10164,33681,12673,-571,77308,2834,-604,86973,345,0,212,-19,-6,18,7,0,0,-5,2023-12-24 00:10:21,0.0,0.0
125,0,2023-12-24 00:06:16,-10176,0,-10187,33683,12672,-568,77310,2834,-609,86978,-190,0,-23,2,-1,3,2,0,-5,5,2023-12-24 00:10:21,0.0,0.0
126,0,2023-12-24 00:06:19,-10276,0,-10320,33695,12662,-579,77319,2834,-609,86978,-100,0,-133,12,-10,-11,9,0,0,0,2023-12-24 00:10:21,0.0,0.0
127,0,2023-12-24 00:06:21,-10120,0,-10098,33675,12690,-560,77292,2834,-609,86978,156,0,222,-20,28,19,-27,0,0,0,2023-12-24 00:10:21,0.0,0.0
128,0,2023-12-24 00:06:24,-10153,0,-10009,33667,12665,-552,77317,2845,-609,86967,-33,0,89,-8,-25,8,25,11,0,-11,2023-12-24 00:10:21,0.0,0.0
129,0,2023-12-24 00:06:27,-10131,0,-10164,33681,12677,-566,77305,2834,-609,86973,22,0,-155,14,12,-14,-12,-11,0,6,2023-12-24 00:10:21,0.0,0.0
130,0,2023-12-24 00:06:30,-10343,0,-10365,33699,12666,-583,77314,2834,-609,86973,-212,0,-201,18,-11,-17,9,0,0,0,2023-12-24 00:10:21,0.0,0.0
131,0,2023-12-24 00:06:33,-9931,0,-10064,33672,12679,-557,77303,2834,-609,86978,412,0,301,-27,13,26,-11,0,0,5,2023-12-24 00:10:21,0.0,0.0
132,0,2023-12-24 00:06:37,-10187,0,-10298,33693,12659,-583,77322,2834,-604,86978,-256,0,-234,21,-20,-26,19,0,5,0,2023-12-24 00:10:21,0.0,0.0
133,0,2023-12-24 00:06:40,-10381,0,-10109,33676,12659,-571,77323,2834,-598,86978,-194,0,189,-17,0,12,1,0,6,0,2023-12-24 00:10:21,0.0,0.0
134,0,2023-12-24 00:06:43,-10198,0,-10042,33670,12671,-560,77311,2834,-604,86978,183,0,67,-6,12,11,-12,0,-6,0,2023-12-24 00:10:21,0.0,0.0
135,0,2023-12-24 00:06:45,-10036,0,-10153,33680,12668,-571,77313,2834,-604,86978,162,0,-111,10,-3,-11,2,0,0,0,2023-12-24 00:10:21,0.0,0.0
136,0,2023-12-24 00:06:48,-10198,0,-10376,33700,12679,-589,77301,2839,-604,86973,-162,0,-223,20,11,-18,-12,5,0,-5,2023-12-24 00:10:21,0.0,0.0
137,0,2023-12-24 00:06:51,-10187,0,-10354,33698,12652,-593,77328,2834,-598,86978,11,0,22,-2,-27,-4,27,-5,6,5,2023-12-24 00:10:21,0.0,0.0
138,0,2023-12-24 00:06:54,-10265,0,-10287,33692,12662,-581,77319,2834,-604,86978,-78,0,67,-6,10,12,-9,0,-6,0,2023-12-24 00:10:21,0.0,0.0
139,0,2023-12-24 00:06:57,-10265,0,-10220,33686,12668,-575,77313,2834,-604,86978,0,0,67,-6,6,6,-6,0,0,0,2023-12-24 00:10:21,0.0,0.0
140,0,2023-12-24 00:07:01,-10198,0,-10142,33679,12676,-564,77305,2834,-609,86978,67,0,78,-7,8,11,-8,0,-5,0,2023-12-24 00:10:21,0.0,0.0
